DS DISEMINADOS (Cillaperlata)	
CL MAYOR (Cillaperlata)	Calle Mayor
CL NORTE (Cillaperlata)	Calle Norte
CL RINCONADA (Cillaperlata)	Calle Rinconada
CL TRASERA SANTA MARIA (Cillaperlata)	Calle Santa María
CL SANTA MARIA (Cillaperlata)	Calle Santa María
CL TRASERA CL MAYOR (Cillaperlata)	Calle Trasera Calle Mayor
CL BAO (Cillaperlata)	Calle del Bao
CL DEL HORNO (Cillaperlata)	Calle del Horno
CL MORAL (Cillaperlata)	Calle del Moral
CL LA REN (Cillaperlata)	Calle la Ren
CJ NORTE (Cillaperlata)	Calleja Norte
PZ MAYOR (Cillaperlata)	Plaza Mayor
PZ NTRA.SRA.COVADONGA (Cillaperlata)	Plaza Nuestra Señora de Covadonga
PZ VIRGEN ENCINILLAS (Cillaperlata)	Plaza Nuestra Señora de Encinillas
TR CALLE BAJA (Cillaperlata)	Travesía Calle Mayor
TR CL MAYOR (Cillaperlata)	Travesía Calle Mayor
