DS DISEMINADO (Arija)	
CL DEL ACEBO (Arija)	Calle Acebo
CL ARSENIO BRACHOTT (Arija)	Calle Arsenio Brachott
CL DEL CAMPO DE FUTBOL (Arija)	Calle Campo de Fútbol
CR A BIMON (Arija)	Calle Carretera Bimón
CL GRAN VIA (Arija)	Calle Gran Vía
CL JUEGO DE BOLOS (Arija)	Calle Juego de Bolos
CL LEON ARGUESO (Arija)	Calle León Argüeso
CL MAYOR (Arija)	Calle Mayor
CL LA CAMPA (Arija)	Calle Paseo de la Playa
PS DE LA PLAYA (Arija)	Calle Paseo de la Playa
CL DEL TEJO (Arija)	Calle Tejo
CL VILLARROBLEDO (Arija)	Calle Villarrobledo
CL VISTALEGRE (Arija)	Calle Vistalegre
CL DEL TALGO (Arija)	Calle el Talgo
CL LA CERRADA (Arija)	Calle la Cerrada
CL LA TEJERA (Arija)	Calle la Tejera
CR A REINOSA (Arija)	Carretera/Carrera A Reinosa (Arija)
UR VILLAS DE ARIJA (Arija)	Urbanización Villas de Arija (Arija)
