DS MAS BUDO	
DS MAS LA CORTADA	
DS AFORES	
DS EMBASSAMENT DE BOADELLA	
CL CORRIOL	Calle Corriol
CL ESPLANES	Calle Esplanes
CL NEU	Carrer de la Neu
CL SALINAS	Carrer de Salines
CL VINYASSA	Carrer Vinyassa
CM A	
CM C	
CM CAN DESCALS	Camí de Can Descals
CM D	
CM ESPLANES DE LES	Camí de les Esplanes
CL AGULLANA	Carrer Agullana
CS ARNERA	Carrer Arnera
CL ARNERA	Carrer Arnera
CL MAJOR	Carrer Major
CL MASSANET	Carrer Maçanet
CL NOU	Carrer Nou
CL MONTROIG	Carrer de Mont-Roig
CL SALINES	Carrer de Salines
CL HORTA	Carrer de l'Horta
CL PUIG BARRAQUES	Carrer del Puig de les Barraques
CL TRULL EL	Carrer del Trull
CL TURO DEL	Carrer del Turó
CR PANTA BOADELLA	Carretera del Pantà de Boadella
LG CLUB NAUTIC	
MS COLL HOSPITAL	
MS CORBET	
PJ NEU LA	Passatge de la Neu
PS D'EN PEPITU	Passeig d'en Josep Soler i Batlle
CL PASSEIG D'EN PEPITU	Passeig d'en Josep Soler i Batlle
PS ESGLESIA DE L'	Passeig de l'Església
PZ MAJOR	Plaça Major
RD PLAÇA	Ronda de la Plaça
SC SECTOR URBANITZABLE 3B1	
SC SECTOR URBANITZABLE 3B2	
SC SECTOR URBANITZABLE 3C	
UR LA VINYASSA 2	Urbanització la Vinyassa 2
