7335803YH5973N	73358
0059515YH6905N	00595
7434215YH5973S	74342
001306400YH59D	001
7333803YH5973S	73338
03006A00500144	005
6840602YH5964S	68406
7434201YH5973S	74342
7335808YH5973N	73358
03006A00300051	003
6936305YH5963N	69363
0013028YH5950N	001
7435706YH5973S	74357
7334111YH5973S	73341
03006A00300057	003
03006A00300059	003
7333208YH5973S	73332
0261506YH6906S	02615
0013018YH5950N	001
03006A00500058	005
7239908YH5973N	72399
0013044YH5950N	001
7433301YH5973S	74333
03006A00500056	005
0012060YH5950N	00120
7333700YH5973S	73337
6840603YH5964S	68406
6537904YH5963N	65379
001207800YH59D	005
7333801YH5973S	73338
0160309YH6905N	01603
0012009YH5950N	001
7346718YH5974N	73467
9756901YH5995N	97569
7342117YH5974S	73421
7632216YH5973S	76322
7346723YH5974N	73467
7333205YH5973S	73332
6540206YH5964S	65402
7335807YH5973N	73358
7342105YH5974S	73421
6538601YH5963N	65386
6638405YH5963N	66384
9958202YH5995N	99582
0260201YH6906S	02602
000400200YH59D	003
001000100YH59F	missing
7333201YH5973S	73332
7632223YH5973S	76322
7544401YH5974N	75444
7434604YH5973S	74346
0159806YH6905N	01598
7339402YH5974S	73394
6540214YH5964S	65402
9858302YH5995N	98583
7444110YH5974S	74441
7645106YH5974N	76451
7432103YH5973S	74321
001802700YH59D	004
03006A00100114	001
6739201YH5963N	67392
7442505YH5974S	74425
7346703YH5974N	73467
7239508YH5973N	72395
0159006YH6905N	01590
7234306YH5973S	72343
0261503YH6906S	02615
7434601YH5973S	74346
7342103YH5974S	73421
7434211YH5973S	74342
001209800YH59D	001
7335602YH5973S	73356
7434108YH5973S	74341
0013038YH5950N	001
7235612YH5973S	72356
7333816YH5973S	73338
7234305YH5973S	72343
7435704YH5973S	74357
7439612YH5973N	74396
03006A00400243	004
7346717YH5974N	73467
03006A00400246	004
7346708YH5974N	73467
7234208YH5973S	72342
7342102YH5974S	73421
7645105YH5974N	76451
0260006YH6905N	02600
7234605YH5973S	72346
6732805YH5963S	67328
6536304YH5963N	65363
0008022YH5950N	001
7333207YH5973S	73332
0160304YH6906S	01603
7434220YH5973S	74342
7434231YH5973S	74342
002000200YH59F	missing
0013030YH5950N	001
6732806YH5963S	67328
7235703YH5973S	72357
03006A00600319	006
001306300YH59D	001
03006A00400334	004
7234620YH5973S	72346
6540202YH5964S	65402
001209700YH59D	001
7043121YH5974S	70431
000501300YH59F	missing
0059508YH5995N	00595
7334107YH5973S	73341
0260606YH6905N	02606
03006A00600093	006
7434209YH5973S	74342
03006A00600091	006
0013027YH5950N	001
0008030YH5950N	001
0008023YH5950N	001
7333815YH5973S	73338
6537907YH5963N	65379
7334108YH5973S	73341
001303400YH59D	004
6340701YH5964S	63407
7234012YH5973S	72340
6640608YH5964S	66406
0159304YH6905N	01593
6637402YH5963N	66374
002200200YH59F	005
0013031YH5950N	001
0160320YH6905N	01603
7432104YH5973S	74321
7342112YH5974S	73421
7234019YH5973S	72340
7136007YH5973N	71360
001701700YH59D	005
6840106YH5964S	68401
0008026YH5950N	001
7540103YH5974S	75401
7432101YH5973S	74321
001100300YH69E	missing
7434202YH5973S	74342
0160305YH6906S	01603
7540806YH5974S	75408
0260603YH6905N	02606
6538602YH5963N	65386
7235701YH5973N	72357
7333814YH5973S	73338
7534604YH5973S	75346
001304700YH59D	004
7234002YH5973S	72340
7043146YH5974S	70431
0260003YH6906S	02600
0159809YH6905N	01598
0261501YH6906S	02615
000500700YH59F	missing
0013024YH5950N	00130
001304800YH59D	003
7345202YH5974N	73452
0159105YH6905N	01591
6732403YH5963S	67324
6539421YH5963N	65394
002000700YH59F	missing
6739202YH5963N	67392
0013029YH5950N	001
001209900YH59D	001
0261502YH6906S	02615
0160307YH6905N	01603
7434107YH5973S	74341
7234201YH5973S	72342
0008032YH5950N	68369
6540208YH5964S	65402
0008021YH5950N	001
6538301YH5963N	65383
6632508YH5963S	66325
7239516YH5973N	72395
6640603YH5964S	66406
7234203YH5973S	72342
001101500YH69E	missing
0159102YH6905N	01591
0059503YH6905N	00595
7438501YH5973N	74385
000500900YH59F	missing
0159208YH6905N	01592
6539404YH5963N	65394
0261507YH6906S	02615
0261512YH6906S	02615
0059506YH5995N	00595
6537901YH5963N	65379
7234205YH5973S	72342
6538605YH5963N	65386
001100800YH69E	003
002000100YH59F	97569
7235606YH5973S	72356
7433304YH5973S	74333
7337302YH5973N	73373
0159808YH6905N	01598
7632242YH5973S	76322
7234310YH5973S	72343
7234611YH5973S	72346
03006A00400349	004
6640609YH5964S	66406
7435713YH5973S	74357
6536306YH5963N	65363
0008019YH5950N	001
7632253YH5973S	76322
6539401YH5963N	65394
7442503YH5974S	74425
002000800YH59F	missing
6539410YH5963N	65394
7235613YH5973S	72356
0059512YH6905N	00595
7632213YH5973S	76322
7543803YH5974S	75438
0260001YH6906S	02600
7344204YH5974S	73442
7234619YH5973S	72346
6840107YH5664S	68401
03006A00500342	005
7333804YH5973S	73338
7333808YH5973S	73338
7334102YH5973S	73341
7433802YH5973S	74338
6539403YH5963N	65394
03006A00300266	003
6840201YH5964S	68402
0013042YH5950N	001
7533803YH5973S	75338
7435705YH5973S	74357
03006A00400209	004
0059513YH6905N	00595
03006A00300268	003
7136602YH5973N	71366
6640605YH5964S	66406
7333701YH5973S	73337
6732809YH5963S	67328
7239517YH5973N	72395
7434221YH5973S	74342
7346727YH5974N	73467
7234314YH5973S	72343
7434222YH5973S	74342
0160314YH6905N	01603
7234006YH5973S	72340
7234011YH5973S	72340
0260301YH6906S	02603
7544407YH5974S	75444
7234303YH5973S	72343
0013022YH5950N	001
6537906YH5963N	65379
7434213YH5973S	74342
7435709YH5973S	74357
0013023YH5950N	001
0260501YH6905N	02605
0260607YH6905N	02606
9956101YH5995N	99561
7345201YH5974N	73452
0059509YH5995N	00595
6838111YH5963N	68381
0159302YH6905N	01593
7234214YH5973S	72342
7435708YH5973S	74357
7435711YH5973S	74357
7435701YH5973S	74357
001101200YH69E	missing
7643107YH5974S	76431
001101600YH69E	missing
7442506YH5974S	74425
7339401YH5974S	73394
001206300YH59D	005
7632217YH5973S	76322
7335805YH5973N	73358
7540104YH5974S	75401
0261511YH6906S	02615
7444601YH5974S	74446
7439609YH5973N	74396
6540203YH5964S	65402
7344202YH5974S	73442
0059502YH6905N	00595
001802100YH59D	004
001206900YH59D	005
6539417YH5963N	65394
03006A00200157	missing
7643105YH5974S	76431
7439602YH5973N	74396
7432105YH5973S	74321
7346729YH5974N	73467
7433305YH5973S	74333
7534608YH5973S	75346
0159703YH6905N	01597
7235704YH5973S	72357
001207900YH59D	005
7346716YH5974N	73467
0260202YH6906S	02602
001209200YH59D	001
7533903YH5973S	75339
0013013YH5950N	00130
7540808YH5973N	75408
0008006YH5950N	001
0260604YH6905N	02606
6838115YH5963N	68381
7235608YH5973S	72356
001306100YH59D	001
001600900YH69E	003
7434106YH5973S	74341
7239507YH5973N	72395
03006A00300512	003
000704500YH59D	001
6540207YH5964S	65402
7632252YH5973S	76322
7433309YH5973S	74333
03006A00400180	004
7434223YH5973S	74342
7346715YH5974N	73467
001307200YH59D	001
7540603YH5974S	75406
000100300YH69E	missing
0013056YH5950N	001
7434232YH5973S	74342
7434228YH5973S	74342
7540101YH5974S	75401
7234320YH5973S	72343
7543812YH5974S	75438
03006A00300045	003
7433801YH5973S	74338
7239904YH5973N	72399
03006A00300041	003
7333710YH5973S	73337
6537908YH5963N	65379
0260005YH6905N	02600
7333818YH5973S	73338
7334112YH5973S	73341
7234007YH5973S	72340
03006A00400420	004
7345205YH5974N	73452
7539702YH5973N	75397
7043120YH5974S	70431
0008009YH5950N	001
7334401YH5973S	73344
002000400YH59F	missing
7234213YH5973S	72342
7444607YH5974S	74446
7137401YH5973N	71374
7439604YH5973N	74396
7333204YH5973S	73332
7136011YH5973N	71360
6840102YH5964S	68401
001306900YH59D	00130
03006A00500260	005
03006A00300382	003
7034809YH5973S	70348
0261509YH6906S	02615
7345704YH5974S	73457
7632228YH5973S	76322
6540211YH5964S	65402
001305800YH59D	004
7136006YH5973N	71360
6732807YH5973S	67328
0260207YH6906S	02602
0160317YH6905N	01603
7333206YH5973S	73332
7540301YH5974S	75403
0012069YH5950N	00120
7335610YH5973S	73356
0059510YH5995N	00595
7533804YH5973S	75338
0012053YH5950N	001
7234604YH5973S	72346
7345707YH5974S	73457
7434212YH5973S	74342
0013033YH5950N	001
0160312YH6905N	01603
0013043YH5950N	001
001701800YH59D	005
7373303YH5973N	73373
6539406YH5963N	65394
7234307YH5973S	72343
0260002YH6906S	02600
7434203YH5973S	74342
7534602YH5973S	75346
7632224YH5973S	76322
7540105YH5974S	75401
7239907YH5973N	72399
0159002YH6905N	01590
7434217YH5973S	74342
7434208YH5973S	74342
7234313YH5973S	72343
7540807YH5974S	75408
03006A00100038	001
0013041YH5950N	001
7533901YH5973S	75339
7346707YH5974N	73467
7346722YH5974N	73467
7334105YH5973S	73341
7346701YH5974N	73467
7444609YH5974S	74446
7335601YH5973S	73356
7334403YH5973S	73344
7334109YH5973S	73341
03006A00400158	004
6632505YH5963S	66325
03006A00300251	003
7234607YH5973S	72346
7136601YH5973N	71366
7645107YH5974N	76451
7342113YH5974S	73421
7234612YH5973S	72346
7234204YH5973S	72342
6540201YH5964S	65402
03006A00300879	003
0012052YH5950N	001
7632261YH5973S	76322
03006A00500383	005
03006A00500380	005
7434207YH5973S	74342
7643104YH5974S	76431
7039202YH5973N	70392
7335606YH5973S	73356
7333708YH5973S	73337
03006A00200200	missing
7632251YH5973S	76322
002300200YH59D	004
7444605YH5974S	74446
0361603YH6906S	03616
000700100YH59B	006
7234016YH5973S	72340
7239509YH5973N	72395
7345207YH5974N	73452
0260007YH6905N	02600
7239503YH5973N	72395
6539422YH5963N	65394
0260205YH6906S	02602
0013054YH5950N	001
6732801YH5963S	67328
6936301YH5963N	69363
001101900YH69E	missing
7342106YH5974S	73421
7442508YH5974S	74425
7346711YH5974N	73467
7333714YH5973S	73337
7645102YH5974S	76451
0260206YH6906S	02602
03006A00600394	006
0159804YH6905N	01598
6539419YH5963N	65394
0261516YH6906S	02615
7333717YH5973S	73337
7444602YH5974S	74446
7334406YH5973S	73344
6536303YH5963N	65363
7346713YH5974N	73467
7632262YH5973S	76322
7333721YH5973S	73337
7540302YH5974S	75403
7333817YH5973S	73338
7534601YH5973S	75346
7544408YH5974S	75444
03006A00200106	missing
0260203YH6906S	02602
7444104YH5974S	74441
001600200YH69E	003
6640604YH5964S	66406
001305900YH59D	001
7442210YH5974S	74422
7442219YH5974S	74422
03006A00200294	missing
03006A00600373	006
7439607YH5973N	74396
7539701YH5973N	75397
7439601YH5973N	74396
7333810YH5973S	73338
6840103YH5964S	68401
7439606YH5973N	74396
7335609YH5973S	73356
7235607YH5973S	72356
7043116YH5974S	70431
6840203YH5964S	68402
7544410YH5974S	75444
7444101YH5974S	74441
7235602YH5973S	72356
7442204YH5974S	74422
0013017YH5950N	00130
03006A00300674	003
000400100YH59D	003
7439603YH5973N	74396
000400300YH59D	003
0160301YH6906S	01603
7444107YH5974S	74441
0059501YH5995N	00595
7235603YH5973S	72356
0012048YH5950N	001
03006A00300171	003
7039201YH5973N	70392
7435717YH5973S	74357
7234606YH5973S	72346
7239906YH5973N	72399
7234207YH5973S	72342
7632220YH5973S	76322
0361701YH6906S	03617
03006A00400374	004
7333716YH5973S	73337
6632507YH5963S	66325
7543814YH5974S	75438
7136008YH5973N	71360
7136012YH5973N	71360
7234020YH5973S	72340
6640601YH5964S	66406
0013039YH5950N	70351
000501000YH59F	missing
0008020YH5950N	001
7234005YH5973S	72340
0013040YH5950N	001
7346702YH5974N	73467
7333704YH5973S	73337
7333802YH5973S	73338
7543811YH5974S	75438
6838114YH5963N	68381
6437503YH5963N	64375
7034805YH5973S	70348
001702600YH59D	005
7543804YH5974S	75438
03006A00300585	003
001600800YH69E	003
6840104YH5964S	68401
7433803YH5973S	74338
7342107YH5974S	73421
7433302YH5973S	74333
0159204YH6905N	01592
9959701YH6905N	99597
03006A00300358	003
03006A00500355	005
0159701YH6905N	01597
7234215YH5973S	72342
6638404YH5963N	66384
7632246YH5973S	76322
03006A00300352	003
001100500YH69E	missing
6540213YH5964S	65402
7534607YH5973S	75346
0159104YH6905N	01591
001307100YH59D	001
7239905YH5973N	72399
7234003YH5973S	72340
000500600YH59F	missing
9958203YH5995N	99582
0013001YH5950N	001
0012010YH5950N	001
7346720YH5974N	73467
7234318YH5973S	72343
7234021YH5973S	72340
7345708YH5974N	73457
7442206YH5974S	74422
6536302YH5963N	65363
001303600YH59D	004
6838106YH5963N	68381
001100600YH69E	missing
7433308YH5973S	74333
7544405YH5974S	75444
7540102YH5974S	75401
7540805YH5974S	75408
001701900YH59D	005
03006A00500108	005
7034810YH5973S	70348
001101400YH69E	missing
000801400YH59D	003
7333823YH5973S	73338
7234609YH5973S	72346
7340405YH5974S	73404
0013009YH5950N	001
002000600YH59F	missing
001306800YH59D	001
7136009YH5973N	71360
03006A00600455	006
0013015YH5950N	00130
7234319YH5973S	72343
0159807YH6905N	01598
03006A00400066	004
7234013YH5973S	72340
7136605YH5973N	71366
0159205YH6905N	01592
7234622YH5973S	72346
03006A00300321	003
0259801YH6905N	02598
7333703YH5973S	73337
001702400YH59D	005
7234216YH5973S	72342
6537905YH5963N	65379
7632263YH5973S	76322
0013055YH5950N	68369
0007035YH5950N	001
0159802YH6905N	01598
7333812YH5973S	73338
7333702YH5973S	73337
7632215YH5973S	76322
7442205YH5974S	74422
03006A00600057	006
03006A00600056	006
03006A00600055	006
0013003YH5950N	001
0159203YH6905N	01592
7435714YH5973S	74357
7333722YH5973S	73337
7541101YH5974S	75411
6638403YH5963N	66384
7434216YH5973S	74342
7344203YH5974S	73442
7234009YH5973S	72340
001100200YH69E	missing
7346710YH5974N	73467
7434210YH5973S	74342
03006A00600332	006
7334113YH5973S	73341
7544402YH5974N	75444
7234015YH5973S	72340
002300600YH59D	004
6537909YH5963N	65379
7433804YH5973S	74338
000500500YH59F	missing
7333805YH5973S	73338
7039406YH5973N	70394
6539408YH5963N	65394
03006A00100097	001
0013035YH5950N	001
7342110YH5974S	73421
0159008YH6905N	01590
0361601YH6906S	03616
03006A00600177	006
03006A00300524	003
7345703YH5974N	73457
0008008YH5950N	001
7434104YH5973S	74341
7239903YH5973N	72399
0008017YH5950N	001
0012049YH5950N	001
7346706YH5974N	73467
7234301YH5973S	72343
7239515YH5973N	72395
6437506YH5963N	64375
0160401YH6905N	01604
0260204YH6906S	02602
7334101YH5973S	73341
0008018YH5950N	001
0160303YH6906S	01603
0059504YH5995N	00595
03006A00300031	003
7434219YH5973S	74342
7334405YH5973S	73344
7345709YH5974N	73457
7632218YH5973S	76322
7335804YH5973N	73358
0360201YH6906S	03602
7346725YH5974N	73467
7342108YH5974S	73421
03006A00400430	004
6437505YH5963N	64375
03006A00500074	005
7335810YH5973N	73358
7632229YH5973S	76322
7234210YH5973S	72342
7433315YH5973S	74333
7433303YH5973S	74333
7234618YH5973S	72346
6732808YH5963S	67328
7333202YH5973S	73332
0159704YH6905N	01597
7439614YH5973N	74396
0008024YH5950N	001
7234218YH5973S	72342
7632258YH5973S	76322
7444606YH5974S	74446
6539411YH5963N	65394
0159702YH6905N	01597
7632231YH5973S	76322
03006A00300780	003
7632225YH5973S	76322
7345204YH5974S	73452
7333807YH5973S	73338
6539418YH5963N	65394
6936303YH5963N	69363
7234311YH5973S	72343
7234004YH5973S	72340
6632504YH5963S	66325
7234309YH5973S	72343
7534603YH5973S	75346
7442218YH5974S	74422
002300500YH59D	004
6536307YH5963N	65363
0012028YH5950N	001
7345702YH5974N	73457
001101000YH69E	003
7334110YH5973S	73341
03006A00400320	004
7342119YH5974S	73421
7442502YH5974S	74425
7632260YH5973S	76322
6838112YH5963N	68381
000100100YH69E	missing
7439605YH5973N	74396
7234302YH5973S	72343
0260605YH6905N	02606
7632265YH5973S	76322
7333713YH5973S	73337
7239505YH5973N	72395
7442203YH5974S	74422
0261504YH6906S	02615
7543801YH5974S	75438
7345701YH5974N	73457
7345706YH5974S	73457
03006A00300362	003
6540210YH5964S	65402
7239519YH5973N	72395
7333712YH5973S	73337
03006A00300495	003
7632226YH5973S	76322
7333809YH5973S	73338
0159303YH6905N	01593
03006A00300499	003
03006A00400220	004
7435712YH5973S	74357
7235604YH5973S	72356
7442511YH5974S	74425
7434229YH5973S	74342
7444604YH5974S	74446
7632222YH5973S	76322
0159207YH6905N	01592
7540602YH5974S	75406
6936304YH1563N	69363
0013008YH5950N	001
7239502YH5973N	72395
0059516YH6905N	00595
7345206YH5974N	73452
7235614YH5973S	72356
6540209YH5964S	65402
0160306YH6906S	01603
7333711YH5973S	73337
7645103YH5974S	76451
7333709YH5973S	73337
0012046YH5950N	001
7236001YH5973N	72360
001802300YH59D	005
6437502YH5963N	64375
001205900YH59D	005
7239511YH5973N	72395
9958201YH5995N	99582
7533801YH5973S	75338
6838105YH5963N	68381
7543802YH5974S	75438
001303700YH59D	004
6640606YH5964S	66406
03006A00100054	001
7543805YH5974S	75438
6538604YH5963N	65386
7042708YH5974S	70427
03006A00300565	003
0008029YH5950N	001
7442512YH5974S	74425
03006A00100058	001
6632503YH5963S	66325
6838110YH5963N	68381
7333706YH5973S	73337
7335603YH5973S	73356
7533904YH5973S	75339
6632506YH5963S	66325
7239514YH5973N	72395
7335608YH5973S	73356
7543813YH5974S	75438
6838113YH5963N	68381
001800100YH59D	004
03006A00600062	006
03006A00600063	006
7234008YH5973S	72340
03006A00600061	006
7234603YH5973S	72346
001100400YH69E	missing
0012071YH5950N	001
0260209YH6906S	02602
0013007YH5950N	001
0261515YH6906S	02615
7434602YH5973S	74346
03006A00600310	006
7434101YH5973S	74341
6538603YH5963N	65386
7544409YH5974S	75444
7543809YH5974S	75438
7345705YH5974S	73457
0008012YH5950N	001
7234616YH5973S	72346
7435715YH5973S	74357
7346712YH5974N	73467
7434235YH5973S	74342
7632254YH5973S	76322
7333822YH5973S	73338
7234001YH5973S	72340
6539405YH5963N	65394
7234315YH5973S	72343
0008010YH5950N	001
03006A00200185	missing
7234312YH5973S	72343
6838109YH5963N	68381
7234308YH5973S	72343
7442510YH5974S	74425
6539415YH5963N	65394
002300400YH59D	004
7335604YH5973S	73356
6536301YH5963N	65363
7034801YH5973S	70348
7346721YH5974N	73467
7234624YH5973S	72346
7346726YH5974N	73467
7234608YH5973S	72346
9858301YH5995N	98583
7632214YH5973S	76322
7136604YH5973N	71366
7043119YH5974S	70431
6540205YH5964S	65402
6936302YH5963N	69363
6539413YH5963N	65394
0013006YH5950N	001
0159003YH6905N	01590
6537903YH5963N	65379
7234615YH5973S	72346
000500100YH59D	003
03006A00300063	003
7442501YH5974S	74425
0260602YH6905N	02606
6840204YH5964S	68402
0013016YH5950N	00130
7643102YH5974S	76431
6539420YH5963N	65394
7543807YH5974S	75438
0013053YH5950N	71360
0013046YH5950N	001
0159007YH6905N	01590
7239902YH5973N	72399
7444109YH5974S	74441
0259802YH6905N	02598
7039404YH5973N	70394
7346714YH5974N	73467
002000300YH59F	missing
6732802YH5963S	67328
7333210YH5973S	73332
001302500YH59D	004
0160315YH6905N	01603
0260004YH6905N	02600
6732402YH5963S	67324
7042721YH5974S	70427
6640607YH5964S	66406
03006A00500203	005
7632256YH5973S	76322
7234623YH5973S	72346
7533402YH5973S	75334
7434102YH2973S	74341
6840601YH5964S	68406
7439611YH5973N	74396
7435716YH5973N	74357
03006A00300205	003
03006A00300204	003
7333718YH5973S	73337
7234617YH5973S	72346
6732401YH5963S	67324
7434225YH5973S	74342
7043115YH5974S	70431
7235611YH5973S	72356
0261510YH6906S	02615
7335607YH5973S	73356
7434206YH5973S	74342
03006A00400314	004
6632502YH5963S	66325
7544411YH5974N	75444
7444102YH5974S	74441
001801000YH59D	005
7333209YH5973S	73332
03006A00300293	003
03006A00500111	005
0059505YH5995N	00595
7234304YH5973S	72343
6637401YH5963N	66374
7342118YH5974S	73421
